OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_HOUR,PREMISES_TYPE,OFFENCE,MCI_CATEGORY,NEIGHBOURHOOD_140
2025-03-08 05:00:00,2025,March,8,Saturday  ,21,Outside,Theft Of Motor Vehicle,Auto Theft,Wexford/Maryvale (119)
2025-03-09 05:00:00,2025,March,9,Sunday    ,6,House,Robbery - Home Invasion,Robbery,Newtonbrook East (50)
2025-03-09 05:00:00,2025,March,9,Sunday    ,6,House,Robbery - Home Invasion,Robbery,Newtonbrook East (50)
2025-03-09 05:00:00,2025,March,9,Sunday    ,3,House,Robbery - Home Invasion,Robbery,Agincourt North (129)
2025-03-09 05:00:00,2025,March,9,Sunday    ,3,House,Robbery - Home Invasion,Robbery,Agincourt North (129)
2025-03-09 05:00:00,2025,March,9,Sunday    ,3,House,Robbery - Home Invasion,Robbery,Agincourt North (129)
2025-03-09 05:00:00,2025,March,9,Sunday    ,3,House,Robbery - Home Invasion,Robbery,Agincourt North (129)
2025-03-08 05:00:00,2025,March,8,Saturday  ,21,Outside,Theft Of Motor Vehicle,Auto Theft,Wexford/Maryvale (119)
2025-03-09 05:00:00,2025,March,9,Sunday    ,3,House,Robbery - Home Invasion,Robbery,Agincourt North (129)
2025-03-09 05:00:00,2025,March,9,Sunday    ,5,House,B&E,Break and Enter,Mimico (includes Humber Bay Shores) (17)
2025-02-01 05:00:00,2025,February,1,Saturday  ,9,Commercial,B&E,Break and Enter,Banbury-Don Mills (42)
2025-03-09 05:00:00,2025,March,9,Sunday    ,10,House,B&E,Break and Enter,Broadview North (57)
2025-03-09 05:00:00,2025,March,9,Sunday    ,3,Other,B&E,Break and Enter,Bay Street Corridor (76)
2025-03-08 05:00:00,2025,March,8,Saturday  ,18,Outside,Theft From Motor Vehicle Over,Theft Over,Kensington-Chinatown (78)
2025-03-08 05:00:00,2025,March,8,Saturday  ,19,House,B&E,Break and Enter,Willowridge-Martingrove-Richview (7)
2025-03-09 05:00:00,2025,March,9,Sunday    ,7,House,Assault With Weapon,Assault,Rouge (131)
2025-02-15 05:00:00,2025,February,15,Saturday  ,1,Apartment,Assault With Weapon,Assault,Brookhaven-Amesbury (30)
2025-03-09 05:00:00,2025,March,9,Sunday    ,0,Commercial,Assault - Resist/ Prevent Seiz,Assault,Yorkdale-Glen Park (31)
2025-03-09 05:00:00,2025,March,9,Sunday    ,20,House,B&E,Break and Enter,Banbury-Don Mills (42)
2025-03-09 05:00:00,2025,March,9,Sunday    ,17,Apartment,Assault With Weapon,Assault,Yorkdale-Glen Park (31)
2025-03-09 05:00:00,2025,March,9,Sunday    ,15,Apartment,Assault With Weapon,Assault,Weston (113)
2025-03-09 05:00:00,2025,March,9,Sunday    ,21,Outside,Assault With Weapon,Assault,Humber Summit (21)
2025-03-09 05:00:00,2025,March,9,Sunday    ,13,Commercial,B&E,Break and Enter,York University Heights (27)
2025-03-03 05:00:00,2025,March,3,Monday    ,23,Apartment,Assault,Assault,Roncesvalles (86)
2025-03-09 05:00:00,2025,March,9,Sunday    ,1,Commercial,B&E,Break and Enter,York University Heights (27)
2025-03-08 05:00:00,2025,March,8,Saturday  ,18,House,B&E,Break and Enter,Willowridge-Martingrove-Richview (7)
2025-03-09 05:00:00,2025,March,9,Sunday    ,0,Commercial,Assault - Resist/ Prevent Seiz,Assault,Yorkdale-Glen Park (31)
2025-03-09 05:00:00,2025,March,9,Sunday    ,6,Commercial,Assault With Weapon,Assault,University (79)
2025-03-09 05:00:00,2025,March,9,Sunday    ,7,Commercial,B&E,Break and Enter,Malvern (132)
2025-03-09 05:00:00,2025,March,9,Sunday    ,15,House,B&E,Break and Enter,East End-Danforth (62)
2025-03-09 05:00:00,2025,March,9,Sunday    ,22,House,Assault,Assault,Bendale (127)
2025-03-07 05:00:00,2025,March,7,Friday    ,20,Apartment,B&E,Break and Enter,Mount Dennis (115)
2025-03-06 05:00:00,2025,March,6,Thursday  ,17,Outside,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-03-09 05:00:00,2025,March,9,Sunday    ,8,Outside,Theft Over,Theft Over,West Humber-Clairville (1)
2025-03-09 05:00:00,2025,March,9,Sunday    ,7,Outside,Theft Over,Theft Over,Black Creek (24)
2025-03-09 05:00:00,2025,March,9,Sunday    ,5,House,Theft Of Motor Vehicle,Auto Theft,Clairlea-Birchmount (120)
2025-03-09 05:00:00,2025,March,9,Sunday    ,22,Apartment,Unlawfully In Dwelling-House,Break and Enter,Bay Street Corridor (76)
2025-03-08 05:00:00,2025,March,8,Saturday  ,23,Outside,Theft Of Motor Vehicle,Auto Theft,York University Heights (27)
2025-03-06 05:00:00,2025,March,6,Thursday  ,13,Other,Assault,Assault,Willowdale East (51)
2025-03-09 05:00:00,2025,March,9,Sunday    ,8,Apartment,Assault With Weapon,Assault,Niagara (82)
2025-03-09 05:00:00,2025,March,9,Sunday    ,9,Apartment,Assault With Weapon,Assault,Moss Park (73)
2025-03-09 05:00:00,2025,March,9,Sunday    ,14,Outside,Assault,Assault,Woodbine-Lumsden (60)
2025-03-09 05:00:00,2025,March,9,Sunday    ,6,Commercial,Robbery - Other,Robbery,University (79)
2025-03-08 05:00:00,2025,March,8,Saturday  ,16,Outside,Theft Of Motor Vehicle,Auto Theft,Parkwoods-Donalda (45)
2025-03-09 05:00:00,2025,March,9,Sunday    ,17,Apartment,Assault,Assault,Yorkdale-Glen Park (31)
2025-03-09 05:00:00,2025,March,9,Sunday    ,22,Outside,Theft Of Motor Vehicle,Auto Theft,Malvern (132)
2025-03-08 05:00:00,2025,March,8,Saturday  ,23,Outside,Theft Of Motor Vehicle,Auto Theft,Clanton Park (33)
2025-03-09 05:00:00,2025,March,9,Sunday    ,3,Outside,Robbery With Weapon,Robbery,Downsview-Roding-CFB (26)
2025-03-09 05:00:00,2025,March,9,Sunday    ,20,Outside,Robbery With Weapon,Robbery,Humbermede (22)
2025-03-09 05:00:00,2025,March,9,Sunday    ,9,Commercial,Assault With Weapon,Assault,Little Portugal (84)
2025-03-09 05:00:00,2025,March,9,Sunday    ,1,Commercial,B&E W'Intent,Break and Enter,York University Heights (27)
2025-03-05 05:00:00,2025,March,5,Wednesday ,12,Other,B&E W'Intent,Break and Enter,Clairlea-Birchmount (120)
2025-03-09 05:00:00,2025,March,9,Sunday    ,14,Other,Assault,Assault,Victoria Village (43)
2025-03-09 05:00:00,2025,March,9,Sunday    ,19,Commercial,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-03-09 05:00:00,2025,March,9,Sunday    ,20,Commercial,Theft Of Motor Vehicle,Auto Theft,Islington-City Centre West (14)
2025-03-09 05:00:00,2025,March,9,Sunday    ,13,Outside,Assault,Assault,Cabbagetown-South St.James Town (71)
2025-03-09 05:00:00,2025,March,9,Sunday    ,18,Apartment,B&E,Break and Enter,Rosedale-Moore Park (98)
2025-03-09 05:00:00,2025,March,9,Sunday    ,9,Apartment,Assault,Assault,Kensington-Chinatown (78)
2025-03-09 05:00:00,2025,March,9,Sunday    ,16,Apartment,Assault Bodily Harm,Assault,Islington-City Centre West (14)
2025-03-09 05:00:00,2025,March,9,Sunday    ,19,Outside,Assault,Assault,Morningside (135)
2025-03-08 05:00:00,2025,March,8,Saturday  ,21,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-03-09 05:00:00,2025,March,9,Sunday    ,5,Apartment,Assault,Assault,Mount Olive-Silverstone-Jamestown (2)
2025-03-09 05:00:00,2025,March,9,Sunday    ,4,Outside,Assault,Assault,Niagara (82)
2025-03-09 05:00:00,2025,March,9,Sunday    ,5,Outside,Assault,Assault,University (79)
2025-03-09 05:00:00,2025,March,9,Sunday    ,0,Apartment,Assault,Assault,Danforth East York (59)
2025-03-09 05:00:00,2025,March,9,Sunday    ,0,Outside,Assault,Assault,Bay Street Corridor (76)
2025-03-08 05:00:00,2025,March,8,Saturday  ,18,Other,Assault,Assault,Morningside (135)
2025-03-09 05:00:00,2025,March,9,Sunday    ,12,Apartment,Assault With Weapon,Assault,Willowdale East (51)
2025-03-09 05:00:00,2025,March,9,Sunday    ,1,Transit,Assault Peace Officer Wpn/Cbh,Assault,Waterfront Communities-The Island (77)
2025-03-09 05:00:00,2025,March,9,Sunday    ,3,Commercial,Assault Bodily Harm,Assault,Waterfront Communities-The Island (77)
2025-03-09 05:00:00,2025,March,9,Sunday    ,23,Apartment,Assault,Assault,Edenbridge-Humber Valley (9)
2025-03-08 05:00:00,2025,March,8,Saturday  ,23,Apartment,Assault,Assault,Taylor-Massey (61)
2025-03-09 05:00:00,2025,March,9,Sunday    ,16,Apartment,B&E,Break and Enter,Rosedale-Moore Park (98)
2025-03-09 05:00:00,2025,March,9,Sunday    ,19,Outside,Assault,Assault,Flemingdon Park (44)
2025-03-09 05:00:00,2025,March,9,Sunday    ,21,Transit,Assault,Assault,Danforth (66)
2025-03-09 05:00:00,2025,March,9,Sunday    ,11,Apartment,Assault With Weapon,Assault,Brookhaven-Amesbury (30)
2025-03-08 05:00:00,2025,March,8,Saturday  ,17,Other,Assault Peace Officer,Assault,Mimico (includes Humber Bay Shores) (17)
2025-03-09 05:00:00,2025,March,9,Sunday    ,22,House,Assault,Assault,Agincourt South-Malvern West (128)
2025-03-09 05:00:00,2025,March,9,Sunday    ,15,Other,Assault,Assault,Englemount-Lawrence (32)
2025-03-08 05:00:00,2025,March,8,Saturday  ,14,Outside,Theft Of Motor Vehicle,Auto Theft,Greenwood-Coxwell (65)
2025-03-09 05:00:00,2025,March,9,Sunday    ,10,Commercial,Assault,Assault,Bay Street Corridor (76)
2025-03-09 05:00:00,2025,March,9,Sunday    ,22,House,B&E,Break and Enter,Morningside (135)
2025-03-08 05:00:00,2025,March,8,Saturday  ,23,Transit,Assault,Assault,Church-Yonge Corridor (75)
2025-03-10 04:00:00,2025,March,10,Monday    ,17,Outside,Robbery With Weapon,Robbery,Weston-Pelham Park (91)
2025-03-10 04:00:00,2025,March,10,Monday    ,12,Commercial,Robbery With Weapon,Robbery,Moss Park (73)
2025-03-10 04:00:00,2025,March,10,Monday    ,4,Outside,Robbery With Weapon,Robbery,Willowridge-Martingrove-Richview (7)
2025-03-10 04:00:00,2025,March,10,Monday    ,22,Outside,Pointing A Firearm,Assault,Kingsway South (15)
2025-03-10 04:00:00,2025,March,10,Monday    ,18,Outside,Theft Of Motor Vehicle,Auto Theft,Bendale (127)
2025-03-10 04:00:00,2025,March,10,Monday    ,7,Outside,Theft Of Motor Vehicle,Auto Theft,Milliken (130)
2025-03-10 04:00:00,2025,March,10,Monday    ,22,Outside,Pointing A Firearm,Assault,Kingsway South (15)
2025-03-10 04:00:00,2025,March,10,Monday    ,11,Other,Assault,Assault,Victoria Village (43)
2025-03-10 04:00:00,2025,March,10,Monday    ,19,Apartment,Assault,Assault,Corso Italia-Davenport (92)
2025-03-10 04:00:00,2025,March,10,Monday    ,13,Outside,Robbery - Other,Robbery,Little Portugal (84)
2025-03-10 04:00:00,2025,March,10,Monday    ,12,Apartment,Assault,Assault,North St.James Town (74)
2025-03-10 04:00:00,2025,March,10,Monday    ,14,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-03-10 04:00:00,2025,March,10,Monday    ,9,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-03-10 04:00:00,2025,March,10,Monday    ,22,Transit,Assault,Assault,Dovercourt-Wallace Emerson-Junction (93)
2025-03-10 04:00:00,2025,March,10,Monday    ,18,Apartment,Assault,Assault,Broadview North (57)
2025-03-10 04:00:00,2025,March,10,Monday    ,23,Apartment,Assault,Assault,South Parkdale (85)
2025-03-10 04:00:00,2025,March,10,Monday    ,22,House,Assault,Assault,Clanton Park (33)
2025-03-10 04:00:00,2025,March,10,Monday    ,21,House,Assault,Assault,Newtonbrook West (36)
2025-03-10 04:00:00,2025,March,10,Monday    ,21,Other,Assault,Assault,Bayview Village (52)
2025-03-10 04:00:00,2025,March,10,Monday    ,18,Outside,Assault,Assault,Dufferin Grove (83)
2025-02-06 05:00:00,2025,February,6,Thursday  ,21,Apartment,Assault,Assault,Waterfront Communities-The Island (77)
2025-03-10 04:00:00,2025,March,10,Monday    ,19,Outside,Assault,Assault,Don Valley Village (47)
2025-03-10 04:00:00,2025,March,10,Monday    ,18,Commercial,Assault,Assault,Rosedale-Moore Park (98)
2025-03-04 05:00:00,2025,March,4,Tuesday   ,18,Outside,Theft From Motor Vehicle Over,Theft Over,West Hill (136)
2025-03-09 05:00:00,2025,March,9,Sunday    ,19,House,Theft From Motor Vehicle Over,Theft Over,Rouge (131)
2025-03-10 04:00:00,2025,March,10,Monday    ,13,Commercial,Assault,Assault,Wexford/Maryvale (119)
2025-03-10 04:00:00,2025,March,10,Monday    ,18,Outside,Assault,Assault,Islington-City Centre West (14)
2025-03-10 04:00:00,2025,March,10,Monday    ,11,Other,Assault,Assault,Roncesvalles (86)
2025-03-10 04:00:00,2025,March,10,Monday    ,10,Apartment,Assault,Assault,Islington-City Centre West (14)
2025-03-10 04:00:00,2025,March,10,Monday    ,11,Outside,Assault,Assault,Islington-City Centre West (14)
2025-03-10 04:00:00,2025,March,10,Monday    ,13,Commercial,Theft Over,Theft Over,Islington-City Centre West (14)
2025-03-09 05:00:00,2025,March,9,Sunday    ,19,Apartment,Theft Over,Theft Over,Church-Yonge Corridor (75)
2025-02-27 05:00:00,2025,February,27,Thursday  ,10,Commercial,Theft Over,Theft Over,Annex (95)
2025-03-08 05:00:00,2025,March,8,Saturday  ,22,Commercial,Theft Over,Theft Over,Waterfront Communities-The Island (77)
2025-03-06 05:00:00,2025,March,6,Thursday  ,22,Commercial,Theft Over,Theft Over,Stonegate-Queensway (16)
2025-03-10 04:00:00,2025,March,10,Monday    ,12,House,Assault,Assault,The Beaches (63)
2025-02-19 05:00:00,2025,February,19,Wednesday ,9,Apartment,Assault,Assault,Pelmo Park-Humberlea (23)
2025-03-09 05:00:00,2025,March,9,Sunday    ,15,Transit,Assault,Assault,Bayview Village (52)
2025-03-10 04:00:00,2025,March,10,Monday    ,22,House,Unlawfully In Dwelling-House,Break and Enter,Clanton Park (33)
2025-03-10 04:00:00,2025,March,10,Monday    ,7,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-03-07 05:00:00,2025,March,7,Friday    ,1,Commercial,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-03-08 05:00:00,2025,March,8,Saturday  ,12,Commercial,Theft Of Motor Vehicle,Auto Theft,Elms-Old Rexdale (5)
2025-03-09 05:00:00,2025,March,9,Sunday    ,19,Outside,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-03-10 04:00:00,2025,March,10,Monday    ,4,House,Theft Of Motor Vehicle,Auto Theft,Lansing-Westgate (38)
2025-03-09 05:00:00,2025,March,9,Sunday    ,18,Commercial,Theft Of Motor Vehicle,Auto Theft,Yorkdale-Glen Park (31)
2025-03-09 05:00:00,2025,March,9,Sunday    ,19,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-03-10 04:00:00,2025,March,10,Monday    ,2,Apartment,Assault,Assault,Mount Pleasant West (104)
2025-03-10 04:00:00,2025,March,10,Monday    ,9,Outside,Theft Of Motor Vehicle,Auto Theft,Newtonbrook East (50)
2025-03-10 04:00:00,2025,March,10,Monday    ,1,Outside,Theft Of Motor Vehicle,Auto Theft,Pelmo Park-Humberlea (23)
2025-03-10 04:00:00,2025,March,10,Monday    ,11,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-03-10 04:00:00,2025,March,10,Monday    ,10,Transit,Assault,Assault,Casa Loma (96)
2025-03-09 05:00:00,2025,March,9,Sunday    ,22,House,Theft Of Motor Vehicle,Auto Theft,Pelmo Park-Humberlea (23)
2025-03-10 04:00:00,2025,March,10,Monday    ,11,Commercial,Theft Of Motor Vehicle,Auto Theft,Agincourt South-Malvern West (128)
2025-03-09 05:00:00,2025,March,9,Sunday    ,17,Commercial,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-03-09 05:00:00,2025,March,9,Sunday    ,3,Outside,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-03-10 04:00:00,2025,March,10,Monday    ,16,Apartment,Theft Of Motor Vehicle,Auto Theft,Long Branch (19)
2025-03-10 04:00:00,2025,March,10,Monday    ,5,Other,Assault,Assault,Centennial Scarborough (133)
2025-03-10 04:00:00,2025,March,10,Monday    ,14,Commercial,Theft Of Motor Vehicle,Auto Theft,NSA
2025-03-09 05:00:00,2025,March,9,Sunday    ,23,Outside,Theft Of Motor Vehicle,Auto Theft,Weston (113)
2025-03-10 04:00:00,2025,March,10,Monday    ,13,Outside,Assault Peace Officer Wpn/Cbh,Assault,East End-Danforth (62)
2025-03-10 04:00:00,2025,March,10,Monday    ,2,Apartment,Assault Bodily Harm,Assault,Mount Pleasant West (104)
2025-03-10 04:00:00,2025,March,10,Monday    ,18,House,Assault Bodily Harm,Assault,Ionview (125)
2025-03-10 04:00:00,2025,March,10,Monday    ,6,Outside,Assault,Assault,Clairlea-Birchmount (120)
2025-03-10 04:00:00,2025,March,10,Monday    ,18,Outside,Theft Of Motor Vehicle,Auto Theft,Mount Olive-Silverstone-Jamestown (2)
2025-03-07 05:00:00,2025,March,7,Friday    ,7,Other,B&E,Break and Enter,Leaside-Bennington (56)
2025-03-08 05:00:00,2025,March,8,Saturday  ,19,Apartment,B&E,Break and Enter,Don Valley Village (47)
2025-03-01 05:00:00,2025,March,1,Saturday  ,16,Commercial,B&E,Break and Enter,Rouge (131)
2025-03-05 05:00:00,2025,March,5,Wednesday ,18,Commercial,B&E,Break and Enter,Waterfront Communities-The Island (77)
2025-03-08 05:00:00,2025,March,8,Saturday  ,1,Commercial,B&E,Break and Enter,Mount Pleasant West (104)
2025-03-10 04:00:00,2025,March,10,Monday    ,4,Apartment,B&E,Break and Enter,Trinity-Bellwoods (81)
2025-03-06 05:00:00,2025,March,6,Thursday  ,7,Apartment,B&E,Break and Enter,Moss Park (73)
2025-03-10 04:00:00,2025,March,10,Monday    ,2,Commercial,B&E,Break and Enter,Forest Hill North (102)
2025-03-10 04:00:00,2025,March,10,Monday    ,0,Educational,B&E,Break and Enter,The Beaches (63)
2025-03-10 04:00:00,2025,March,10,Monday    ,22,House,B&E,Break and Enter,Mount Pleasant East (99)
2025-03-09 05:00:00,2025,March,9,Sunday    ,23,Other,Theft Of Motor Vehicle,Auto Theft,Maple Leaf (29)
2025-03-10 04:00:00,2025,March,10,Monday    ,11,House,Theft Of Motor Vehicle,Auto Theft,Bayview Village (52)
2025-03-08 05:00:00,2025,March,8,Saturday  ,16,Outside,Theft Of Motor Vehicle,Auto Theft,Thorncliffe Park (55)
2025-03-04 05:00:00,2025,March,4,Tuesday   ,11,Apartment,Assault,Assault,High Park North (88)
2025-03-06 05:00:00,2025,March,6,Thursday  ,6,Commercial,B&E,Break and Enter,Bay Street Corridor (76)
2025-03-10 04:00:00,2025,March,10,Monday    ,6,House,Assault,Assault,Rockcliffe-Smythe (111)
2025-03-10 04:00:00,2025,March,10,Monday    ,5,Apartment,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-03-10 04:00:00,2025,March,10,Monday    ,13,Commercial,Robbery - Business,Robbery,Islington-City Centre West (14)
2025-03-10 04:00:00,2025,March,10,Monday    ,23,Commercial,Robbery - Business,Robbery,Little Portugal (84)
2025-03-09 05:00:00,2025,March,9,Sunday    ,14,Outside,Theft Of Motor Vehicle,Auto Theft,Palmerston-Little Italy (80)
2025-03-10 04:00:00,2025,March,10,Monday    ,4,Commercial,B&E W'Intent,Break and Enter,Waterfront Communities-The Island (77)
2025-03-10 04:00:00,2025,March,10,Monday    ,7,Commercial,B&E W'Intent,Break and Enter,Dovercourt-Wallace Emerson-Junction (93)
2025-03-01 05:00:00,2025,March,1,Saturday  ,20,Other,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-03-10 04:00:00,2025,March,10,Monday    ,3,Outside,Theft Of Motor Vehicle,Auto Theft,Keelesdale-Eglinton West (110)
2025-03-10 04:00:00,2025,March,10,Monday    ,10,Other,Assault Peace Officer,Assault,Moss Park (73)
2025-03-10 04:00:00,2025,March,10,Monday    ,15,Apartment,Assault With Weapon,Assault,Parkwoods-Donalda (45)
2025-03-10 04:00:00,2025,March,10,Monday    ,21,House,Assault With Weapon,Assault,Newtonbrook West (36)
2025-03-10 04:00:00,2025,March,10,Monday    ,22,House,Assault With Weapon,Assault,Old East York (58)
2025-03-10 04:00:00,2025,March,10,Monday    ,22,House,Assault With Weapon,Assault,Cliffcrest (123)
2025-03-10 04:00:00,2025,March,10,Monday    ,22,House,Assault With Weapon,Assault,Cliffcrest (123)
2025-03-10 04:00:00,2025,March,10,Monday    ,17,House,B&E,Break and Enter,Newtonbrook West (36)
2025-03-10 04:00:00,2025,March,10,Monday    ,0,Outside,Robbery - Vehicle Jacking,Robbery,Bayview Village (52)
2025-03-10 04:00:00,2025,March,10,Monday    ,4,Outside,Robbery - Vehicle Jacking,Robbery,Willowridge-Martingrove-Richview (7)
2025-03-08 05:00:00,2025,March,8,Saturday  ,21,House,Unlawfully In Dwelling-House,Break and Enter,Downsview-Roding-CFB (26)
2025-03-10 04:00:00,2025,March,10,Monday    ,4,Apartment,Assault With Weapon,Assault,Kensington-Chinatown (78)
2025-03-10 04:00:00,2025,March,10,Monday    ,14,Commercial,Assault With Weapon,Assault,Church-Yonge Corridor (75)
2025-02-19 05:00:00,2025,February,19,Wednesday ,9,Apartment,Assault With Weapon,Assault,Pelmo Park-Humberlea (23)
2025-03-10 04:00:00,2025,March,10,Monday    ,17,Commercial,Assault With Weapon,Assault,South Riverdale (70)
2025-03-10 04:00:00,2025,March,10,Monday    ,18,House,Assault With Weapon,Assault,Ionview (125)
2025-03-10 04:00:00,2025,March,10,Monday    ,15,Apartment,Assault With Weapon,Assault,Taylor-Massey (61)
2025-03-10 04:00:00,2025,March,10,Monday    ,18,Commercial,Assault With Weapon,Assault,Rosedale-Moore Park (98)
2025-03-10 04:00:00,2025,March,10,Monday    ,15,Apartment,Assault With Weapon,Assault,Parkwoods-Donalda (45)
2025-03-10 04:00:00,2025,March,10,Monday    ,7,Outside,Theft Of Motor Vehicle,Auto Theft,Milliken (130)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,22,Outside,Robbery - Vehicle Jacking,Robbery,Islington-City Centre West (14)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,17,Transit,Assault,Assault,Yonge-Eglinton (100)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,13,Commercial,Assault,Assault,Woburn (137)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,14,Outside,Assault,Assault,South Riverdale (70)
2025-03-10 04:00:00,2025,March,10,Monday    ,16,Apartment,Assault,Assault,Woodbine Corridor (64)
2025-03-09 05:00:00,2025,March,9,Sunday    ,22,Apartment,Assault,Assault,Oakridge (121)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,21,Apartment,B&E,Break and Enter,Woodbine Corridor (64)
2025-03-10 04:00:00,2025,March,10,Monday    ,19,Other,Assault Peace Officer,Assault,Mimico (includes Humber Bay Shores) (17)
2025-03-10 04:00:00,2025,March,10,Monday    ,14,Transit,Assault With Weapon,Assault,Yorkdale-Glen Park (31)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,3,Apartment,Assault With Weapon,Assault,Church-Yonge Corridor (75)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,22,Apartment,Assault,Assault,Thorncliffe Park (55)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,22,Apartment,Assault,Assault,Thorncliffe Park (55)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,22,Apartment,Assault,Assault,Victoria Village (43)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,21,Apartment,B&E,Break and Enter,Woodbine Corridor (64)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,3,Apartment,Assault With Weapon,Assault,Church-Yonge Corridor (75)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,13,Apartment,Assault With Weapon,Assault,Broadview North (57)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,14,Commercial,Assault With Weapon,Assault,Kennedy Park (124)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,19,Transit,Assault,Assault,St.Andrew-Windfields (40)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,14,Outside,Assault With Weapon,Assault,Bay Street Corridor (76)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,17,Commercial,Assault With Weapon,Assault,Caledonia-Fairbank (109)
2025-03-10 04:00:00,2025,March,10,Monday    ,16,Apartment,Assault With Weapon,Assault,Lansing-Westgate (38)
2025-03-09 05:00:00,2025,March,9,Sunday    ,22,Apartment,Assault With Weapon,Assault,Oakridge (121)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,1,Commercial,Theft Of Motor Vehicle,Auto Theft,Dorset Park (126)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,17,Commercial,Assault - Resist/ Prevent Seiz,Assault,Caledonia-Fairbank (109)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,19,Outside,Theft Of Motor Vehicle,Auto Theft,Islington-City Centre West (14)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,10,Commercial,Assault,Assault,Dovercourt-Wallace Emerson-Junction (93)
2025-02-20 05:00:00,2025,February,20,Thursday  ,13,Transit,Assault,Assault,Bathurst Manor (34)
2025-03-08 05:00:00,2025,March,8,Saturday  ,12,Commercial,Theft Over - Shoplifting,Theft Over,Wexford/Maryvale (119)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,9,Outside,Theft Over,Theft Over,Wexford/Maryvale (119)
2025-03-10 04:00:00,2025,March,10,Monday    ,15,Commercial,Theft Over,Theft Over,Forest Hill North (102)
2025-01-24 05:00:00,2025,January,24,Friday    ,0,Apartment,Theft Over,Theft Over,Willowdale East (51)
2025-03-05 05:00:00,2025,March,5,Wednesday ,15,Commercial,Theft Over,Theft Over,Islington-City Centre West (14)
2025-03-10 04:00:00,2025,March,10,Monday    ,16,Commercial,Theft Over,Theft Over,Yorkdale-Glen Park (31)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,9,Outside,Theft Of Motor Vehicle,Auto Theft,Wexford/Maryvale (119)
2025-03-10 04:00:00,2025,March,10,Monday    ,19,Outside,Theft Of Motor Vehicle,Auto Theft,Mimico (includes Humber Bay Shores) (17)
2025-03-10 04:00:00,2025,March,10,Monday    ,17,Outside,Theft Of Motor Vehicle,Auto Theft,Mimico (includes Humber Bay Shores) (17)
2025-03-02 05:00:00,2025,March,2,Sunday    ,12,House,Assault,Assault,Brookhaven-Amesbury (30)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,19,Transit,Assault,Assault,St.Andrew-Windfields (40)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,18,Apartment,Assault,Assault,Clairlea-Birchmount (120)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,17,Transit,Assault,Assault,Moss Park (73)
2025-03-10 04:00:00,2025,March,10,Monday    ,21,Outside,Theft Of Motor Vehicle,Auto Theft,L'Amoreaux (117)
2025-03-10 04:00:00,2025,March,10,Monday    ,21,Outside,Theft Of Motor Vehicle,Auto Theft,L'Amoreaux (117)
2025-03-10 04:00:00,2025,March,10,Monday    ,23,Apartment,Assault,Assault,Moss Park (73)
2025-03-11 04:00:00,2025,March,11,Tuesday   ,3,Apartment,B&E,Break and Enter,Church-Yonge Corridor (75)
2025-03-10 04:00:00,2025,March,10,Monday    ,21,Outside,Theft Of Motor Vehicle,Auto Theft,Dorset Park (126)
